Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
32757.5,-50,2,4.5842466009,7.1378294095,1.439225668,21.4638653362,312.6306061545,2111.4439722186,2272.7697213988,0.888469362
29248,-50,2,4.0102024774,13.0447210451,1.5603271487,22.6669137956,318.8901982876,2115.8855911022,2274.2509688288,0.2495373011
53816,-50,2,4.3136310885,8.5318557177,1.5215526149,22.0382058319,311.7408638442,2116.1102505915,2273.7085306254,0.2432792164
21058.5,-50,2,3.2685772393,15.3390626149,1.5852149718,23.0657190472,319.4821600531,2126.5947276303,2277.6815724995,0.0651951317
32757.5,-50,2,3.6783847098,12.0421467937,1.6358800321,23.3970485326,309.1499037417,2126.1290787973,2275.4870430891,0.0676247341
5849.5,-50,2,2.0062860288,25.788304993,1.901420646,26.9067016655,304.6132973292,2155.8303046746,2286.1950587487,0.0024607214
4679.5,-50,2,2.321918063,22.9302544137,1.8891519702,28.1738764658,290.2445470564,2155.6159422757,2283.3016366544,0.0029367543
28690,-50,71,3.9229686259,8.1058217369,1.5317321772,25.7529054844,317.4506516786,2126.9017649125,2286.0231262107,18.6930529908
79840,-50,94,6.1588462083,2.7447003662,1.4053153461,18.813414792,299.0421014047,2107.0160922465,2277.02442225,13.8214843178
47100,-50,174,10.1362734649,1.4945639292,0.6219932888,11.7586602526,287.591807863,2069.6956928146,2284.2606147467,102.9252937221
43877,-49,-56,5.4655822692,5.1056696189,1.4940402408,16.6907651067,306.6252792352,2114.4597916987,2272.9221272475,51.5397961095
25721,-49,-56,5.2646687578,5.7959971704,1.5577983318,16.0504649089,306.0343408901,2116.5998866025,2272.9178891641,2.6701882838
22695,-49,-56,4.8972106055,6.2841550034,1.6600340999,17.2230591452,305.0779645543,2120.6811913379,2274.9029320435,0.1540331893
21400,-49,2,5.581377192,2.6936161855,1.3846732634,20.4735506444,308.4275046679,2101.7034726444,2270.7513973934,48.5684882268
330930,-49,2,4.1796293486,10.9286594557,1.5763211928,22.4188846334,325.1308553512,2111.0213701406,2277.0864713876,41.3432989725
124501,-49,2,4.1446037745,7.1092816882,1.4987850782,21.1854307067,323.3774386035,2111.7413421322,2276.9010790414,19.0203505109
86018,-49,2,4.1111160902,7.9167380906,1.4891714372,20.6985299451,321.3500976874,2111.531244734,2278.5563292956,4.1605910991
23715,-49,2,4.0316814938,7.7753899962,1.5041068331,20.8688542426,321.5517440506,2112.2962573054,2278.9417843774,0.9456969673
2365,-49,2,3.4768951078,9.9144145037,1.5725350023,21.7635551647,319.7694635661,2119.7940101196,2280.3486004448,0.0537231191
55300,-49,3,5.516016545,2.8727352178,1.3800475478,20.377488175,308.5255216591,2101.5961551492,2271.2641609157,49.2394026495
738575,-49,57,5.8778379431,6.5581718236,1.5074379547,18.2267898553,313.4430457521,2100.9885287682,2277.0892082705,76.1740850628
739307,-49,57,5.8560419911,4.0352215935,1.5513288606,20.4754073974,310.3207172547,2100.8659156585,2277.2864532334,20.3902883
167354,-49,57,5.7141843283,3.8533386607,1.5369426977,21.23164936,308.9709394158,2101.8150744499,2277.4040337952,5.525728208
136525,-49,57,5.5166508024,4.9594456258,1.542837354,22.4616947358,307.9494926068,2103.9955605176,2277.2365843357,1.5157683725
109476,-49,57,5.1731710593,6.9439897254,1.8183905827,23.5317956464,302.8181410166,2111.9355013569,2271.7068978989,0.4208510134
97323,-49,57,4.0657360438,11.940935645,1.8054075714,25.5911656653,304.6888984782,2122.273391009,2276.1331831857,0.0629908315
35034,-49,174,10.87266424,1.2911291059,0.5424789981,10.6005874409,286.8489326411,2059.4610368748,2285.8367783097,105.0913367129
40851,-48,-56,9.7009407342,1.6517612663,1.0052874453,11.7108028299,289.175503681,2066.518113257,2279.4682529695,27.5699576819
24964.5,-48,-56,9.021209975,2.3501434322,1.1214262832,16.7262921686,286.8681104771,2076.282216778,2277.0185389359,0.8213810527
24210,-48,-56,8.1560592419,3.7356078197,1.2097173592,17.6362989797,287.2770901847,2086.1151094995,2276.0759258129,0.3879557278
89400,-48,3,6.2784411571,1.1424530409,1.34053503,19.6601005742,303.9517874997,2095.3807281638,2270.1599549571,50.7676619193
86200,-48,4,6.1687251495,1.2897930247,1.3464985178,19.8289578495,305.6435443981,2095.3093875227,2270.9633309162,50.9675905591
11280,-48,64,6.4901863414,4.3920051699,1.3369423171,20.9259902358,307.7299694823,2099.9445219814,2279.7413481876,16.8380096941
40947,-48,174,11.6530632709,1.2930159642,0.5040787081,9.2050310354,285.1163687892,2048.3236906887,2288.3660406303,108.0573436763
1635520,-47,-60,11.4906175921,1.5053304514,0.6740555174,6.7854254891,279.899191605,2036.658462999,2266.5436340892,48.3257406471
83215,-47,-57,6.3419702354,4.1324020663,1.2853785825,17.2209166445,302.1820187924,2103.9913286843,2273.693128314,90.0846519917
393380,-47,-57,6.2879224355,5.327316193,1.3320058805,17.6131819098,304.0667062177,2103.9905204271,2273.8265254065,57.4029960955
56737.5,-47,-57,6.0125742287,5.4488304859,1.3034213421,16.4003156931,307.1774789464,2106.4606513409,2274.5943829426,4.4597773595
48160,-47,-57,5.936307771,6.0144144702,1.3259349446,17.0811319251,303.7146090641,2107.7410459882,2274.1112536661,2.9747844961
62500,-47,-4,6.8019546177,5.1767494833,1.1971137129,20.1228685492,305.5598911167,2090.7362557297,2269.3880473278,26.623034226
63600,-47,5,6.8203276735,0.6645286239,1.3132085758,19.3889638508,304.3506390283,2089.6251120231,2271.3427192665,53.2719444546
36000,-47,6,6.7378711527,0.9365346515,1.3329222058,19.6805112398,307.6354681915,2089.2687214005,2272.0311074485,54.4693482253
138260,-47,57,7.9530160775,2.6386153493,1.4163782275,15.1674943765,298.6844662808,2080.8849016414,2273.7538643188,27.5678334306
71839,-47,173,12.3292962708,1.5085522477,0.5334095871,7.8314970509,282.3871825362,2038.4803779491,2291.3877278704,111.3595380855
18850,-46,-49,13.6685424435,1.424957912,0.4498570564,3.976565517,261.175428626,2034.8463104573,2300.8199880308,43.1557863141
125142,-46,2,6.9216863445,6.7540758005,1.3041261148,19.4468025719,305.5890845275,2091.3734910983,2272.7750718566,43.551823958
134104,-46,2,6.869663879,4.8780419752,1.2848673168,17.5494845622,304.5809530559,2092.2561861828,2272.6076866088,19.2772276396
432740,-46,2,6.8145861318,4.3823784811,1.2899873913,17.5337381092,304.0188719992,2092.9557193622,2272.6776312596,4.0070877966
186104,-46,2,6.7779321798,4.5420744315,1.3121812264,17.7643382862,303.9767669345,2093.7917300134,2272.8737621953,0.8873278976
2619,-46,2,6.2633446978,4.8715359526,1.3455819938,18.82996155,303.2119915593,2099.5701152007,2274.827924583,0.050128268
26500,-46,7,7.5098966302,0.8636847413,1.2955761601,19.1051669687,306.7431722835,2083.1494757197,2271.6734339146,57.1957714861
33300,-46,8,7.517204676,1.2715063864,1.2996661885,19.0827706364,308.478310867,2082.6643734048,2271.4407951422,57.5710084772
472130,-46,51,7.0334046933,4.9726882047,1.3703669695,15.0608042473,285.5845471193,2091.5912734712,2263.5526804003,14.4923467816
706282,-46,57,9.3624748035,3.9454331592,1.3289095033,11.5298488245,288.1487550112,2070.012883999,2274.3201036002,83.4751124605
361515,-46,57,9.3336192883,1.7564972138,1.3107857414,12.1075641891,286.932849549,2070.2434423678,2274.3402849789,19.8843131329
49002,-46,57,9.0135311154,1.6259736832,1.3396902894,12.578000947,284.1694983335,2074.5652457664,2273.9819279788,4.8705895845
21691,-46,57,8.3716951645,2.332766353,1.3930202446,14.4493081064,285.825220441,2082.706920592,2273.905096927,1.2233164363
34555,-46,57,7.4916869547,3.0190804768,1.7357330924,16.6205036894,279.2782567432,2099.9174611773,2271.1282030642,0.3142948404
11135,-46,57,6.3128360422,7.0487409388,1.6745387207,18.8214912591,276.9290948315,2112.1043735383,2274.425285468,0.0425170484
27183,-45,-22,11.0718946147,1.0013093979,0.7386180202,8.4976199382,279.5368508334,2057.092654284,2290.709775047,57.4227930878
16084,-45,-22,10.9018968369,1.0964876057,0.6755943561,9.373083562,274.7754839209,2060.0639428875,2289.7136548713,17.511729227
12074,-45,-22,10.4385991303,1.3485071595,0.7195492381,10.5287499889,275.8118587215,2066.235665707,2290.449364176,1.7328938471
1209,-45,-22,8.2020519781,2.6776492004,1.0747077965,15.2653629713,271.0685578313,2100.3030931904,2292.7507298162,0.0430038267
143,-45,-22,7.2121948887,5.0785939073,1.2795651241,18.7226867731,270.7433307787,2108.2671128916,2290.2806999224,0.0012590008
35034,-45,-14,9.811387859,1.1985501675,0.9826900371,12.8551113163,290.5135383446,2068.7085822478,2279.3230954919,58.8937130328
31473,-45,-14,9.7095512445,0.3515868203,0.7318559648,9.9495470587,281.5176702484,2070.0223356813,2278.804043712,19.2673542389
33353,-45,-14,9.33141151,0.3360906189,0.728761231,10.1061371334,281.5880602622,2073.7047468214,2279.1751425209,2.1545276834
210,-45,-14,7.4208860634,1.9947324771,0.9897108523,13.2311655542,274.8624684509,2105.1746566289,2284.3668992715,0.0628442022
426690,-45,5,7.475599095,4.9154254036,1.2430276661,19.701835476,299.9544731978,2087.8167591288,2271.9486633578,44.9053400844
477189,-45,5,7.4096733913,3.0218895936,1.2710324679,17.985566925,301.8516872457,2088.6186880903,2272.2373656217,20.1551927087
166000,-45,5,7.3067783756,2.8686097861,1.289197866,18.1820380118,301.5901376061,2090.0053645235,2272.39169797,4.2714333338
1806,-45,5,7.20848731,2.7744532047,1.2860485934,17.8847735594,299.7329903839,2091.7726224431,2272.6729220827,0.9558297005
2837,-45,5,6.6464844417,2.8517311008,1.2971199309,18.0471578767,293.875719142,2099.0461671762,2274.0665613468,0.0539878054
1892,-45,5,6.186062428,3.6087499052,1.3184460291,17.6243348695,281.6614030869,2109.4934405754,2275.4806167124,0.001745404
47000,-45,8,8.4703866751,0.967905157,1.2284349427,17.4922031355,304.1910915178,2076.8810874746,2271.7638943112,60.321684749
30200,-45,9,8.5376353595,1.3353920263,1.2141040961,17.0628083349,304.0043909462,2076.7334597506,2271.3026285919,59.2626046016
123149,-45,57,10.9594127544,2.6860602332,1.207176748,9.3948840208,275.9230588202,2057.5132538483,2277.1695381941,86.0775889746
19258,-45,57,10.8968287808,0.8817185665,1.1813047364,8.6294733686,274.8517588817,2058.3372598288,2277.0607870136,20.455311754
32710,-45,57,10.5250275865,0.7843602569,1.2206730128,8.898703408,271.8542514963,2064.2762084292,2276.8251079268,5.0375082638
38684,-45,57,9.8121514112,1.936430483,1.2911397914,11.150754938,273.8984322372,2073.9799306746,2276.8997949712,1.2796830736
33047,-45,57,8.8550800398,2.1652715105,1.5739917866,13.6167975818,267.1457540403,2091.8979404024,2276.0477821545,0.3340097698
17360,-45,57,7.662341614,5.3867335274,1.5353901964,15.4819046714,262.8208237991,2105.9697371868,2277.4124192278,0.0465382601
106700,-45,100,10.5239984526,1.959588171,0.8602501429,10.6790288306,271.3230258378,2076.5793713455,2287.290932859,16.2872799906
161891,-44,-56,8.0332815992,5.5785299267,1.0466446012,17.8498739032,307.8408972015,2085.5337054611,2280.3987906535,56.4117312638
99858,-44,-56,7.7164352795,4.7577135943,0.9817870655,15.1319434545,313.2133733682,2089.5634568395,2281.9596559389,5.0482620495
47659.5,-44,-56,7.2432951811,5.5305447112,1.0687577433,13.4655340785,309.2975609076,2098.3282522361,2280.0279817268,0.851721967
56359.25,-44,-55,13.7849705395,1.5203568911,0.4085348861,9.0116896281,273.8132300097,2026.5522919261,2291.6434572647,31.1546363321
18160,-44,-55,13.357135442,1.8751699051,0.5023524972,14.1063351186,271.7827449975,2032.1419810777,2290.6140945608,2.9953790621
16643,-44,-55,12.1579819329,1.6771488604,0.7209584026,18.6607377633,275.7271557397,2046.248145861,2289.2162095967,0.5108937164
152200,-44,10,9.7661034739,1.5254139949,1.090749978,13.7272857903,295.744944929,2070.7439748328,2274.5680625117,61.7012196893
71400,-44,11,10.0489892927,2.5140695331,1.0496478417,13.1921863899,291.8359278911,2070.3546911182,2275.5852059025,61.9187051023
138465,-44,57,12.643288991,1.5339055214,1.0526797257,7.3257008324,264.6380534202,2044.5620068181,2283.0462200574,87.62761266
15022,-44,57,12.5092302097,0.3129325657,1.0287530761,5.4327791451,263.6057430356,2046.0641563009,2282.7918647833,18.6542507001
34367,-44,57,12.1196860717,0.2722428132,1.0707188513,5.5292520405,260.4159283542,2052.9853034088,2282.7444904669,4.1800492034
34524,-44,57,11.4244708931,1.8014798376,1.148273259,8.1051843421,261.4004128888,2063.0584015529,2283.0164469211,0.9814083026
28645,-44,57,10.4720513614,1.6453899411,1.3435067582,10.6837552195,255.2187055117,2080.0896975321,2283.1853626475,0.2402048007
2916,-44,57,9.2579770976,3.966811142,1.3279048362,12.2905967761,250.0050764177,2096.3332748969,2283.8170132213,0.0310977738
43120.5,-43,-55,8.9936865943,2.6020051251,0.7929748959,10.3797713341,302.0674030078,2078.7939041644,2286.7018879463,93.9109137879
44633.5,-43,-55,8.7682872709,3.6234797334,0.8545315728,13.6301589593,308.9177540444,2080.5639255721,2288.0296064835,7.5056310458
9740,-43,3,11.2608714901,0.9015140365,0.8383006646,9.9501941194,279.7874409305,2064.3593657602,2282.5710205416,30.156843537
75000,-43,11,11.2768652092,2.095161187,0.9317564218,9.8038318128,282.4416946655,2064.1366216631,2283.5110039059,66.1412594705
101300,-43,12,11.6934885823,3.4260812779,0.8770160814,9.4457118044,277.4215117273,2062.7375371431,2286.4817930005,65.2132955144
98920,-43,113,12.3953286026,2.5745332808,0.746678539,8.8675830892,260.0505439202,2064.3688525716,2297.4444124732,48.8758857098
116185,-42,-42,13.2922969913,1.8812931063,0.4228645686,2.0792335972,245.8959091989,2058.1727723585,2310.5856372658,13.4176128973
62052,-42,-42,13.2781416032,1.9261297824,0.4321141222,2.07940187,240.0668714576,2062.6179165349,2311.1551721258,5.921743106
77291,-42,-42,13.1926789025,2.1363421743,0.396385386,2.7680713466,238.5579163922,2064.8363190199,2311.0407669893,1.7794395471
66720,-42,-42,12.7645905811,1.9252541189,0.7160738356,6.6170218698,242.0032926555,2070.3304788678,2311.4146656683,0.1728364878
17653,-42,-42,12.0625329912,2.4306040082,0.4406586903,9.0794575334,241.9229626987,2080.0814606036,2311.6509646146,0.0555965094
69700,-42,12,13.0911273843,3.08767863,0.7407130156,6.1063940389,265.522436181,2055.4283943002,2294.90354894,68.6098651461
61300,-42,13,13.6456094834,4.5563251506,0.6833685176,5.8844759628,260.668283413,2052.3627860246,2298.4804463977,67.7510505159
86636,-42,57,15.7289248654,0.3132132439,0.6754691194,3.4595009209,249.3407699086,2029.0350519107,2306.4061050032,92.9507987168
12635,-42,57,15.3940790942,0.1454479052,0.6775649864,1.2962355471,249.6029505894,2031.6749368139,2305.8415887791,20.9980605795
82101,-42,57,15.0394454854,0.1793361691,0.7030849114,1.2670966859,246.5759020877,2038.31953702,2305.9404625143,4.9609233255
21179,-42,57,14.4989664968,1.8088030212,0.7579901354,3.5778656023,241.5725359275,2048.2798680915,2305.3872403277,1.2172310969
16992,-42,57,13.662917942,1.7072065302,0.7949412639,5.8841588953,235.5648336848,2061.6938327568,2304.4209701897,0.3085787986
18809,-42,57,12.4706792605,2.4608877383,0.8007504448,7.7871748874,231.3575128849,2079.1335376565,2303.4651742353,0.0415518819
81320,-41,-56,8.6240215594,4.4503920938,0.8916573135,10.8168588954,318.6094256039,2070.3165780615,2277.1258356821,58.4229553489
73990,-41,-56,7.5382019852,5.4495487201,1.011834008,13.285239408,303.9851838797,2090.0629411292,2274.9715656049,2.6851267159
6030,-41,-46,17.2497759889,1.1251898985,0.2997871199,0.6237466401,247.1427624469,2014.9632047045,2309.4771602208,53.879656591
61950,-41,13,15.0854118656,4.2004234226,0.5464778018,3.1644007976,249.2632158256,2043.9483761278,2305.5130836385,71.6330126321
29080,-41,43,15.9835028834,1.1076080734,0.3523473302,3.323674527,251.414436968,2023.7949237791,2309.1787919317,14.5203914771
26540,-41,105,14.0616112361,0.8782838835,0.4716214474,3.9440627326,257.4637654376,2056.9366914891,2306.7409571926,27.4295575013
98490,-41,109,14.5014572261,1.1750646197,0.5439468069,5.4303010774,257.3182517744,2053.4500446185,2308.0976259589,26.6246738996
53946.8,-40,-75,16.2286335345,3.5466404365,0.1965051557,0.533504162,257.5029680847,1989.6245580554,2246.3817533407,131.3122745484
27230,-40,-54,15.9245328012,0.8064978307,0.1892993816,5.1917903,250.2484988539,2020.2487100052,2299.2571997612,37.523026198
39340,-40,-54,13.4515400034,2.6288562421,0.4738549099,11.4820892274,245.1577552014,2055.5744158317,2300.0170042227,0.7593077542
11842,-40,-19,16.3650493771,1.1276075273,0.363226979,1.5943644773,260.5473440967,2030.2019020453,2310.9408343335,62.4242809168
12003,-40,-19,16.2273782406,0.9386215869,0.31919248,2.0017515345,258.9840278726,2032.9974488723,2310.9712306374,18.1191766862
22578,-40,-19,14.6711575503,1.3247529785,0.3853968801,4.0328268976,258.1146405273,2047.0984057553,2310.8569936739,1.7124026183
2475,-40,-19,12.5369112915,2.69873986,0.7346834873,8.7933751787,254.1000470382,2077.975582524,2313.5309911168,0.043799267
35700,-40,14,16.9650856872,5.3719344219,0.3908110532,1.2746042351,236.997791477,2033.4199947522,2314.777767101,76.2313843022
82349,-40,57,16.9447726431,1.2003335538,0.3151670111,1.1858002139,234.7406338047,2037.7611220064,2328.1189357227,118.9827493785
89492,-40,57,16.6737673055,1.3825720616,0.2510482904,1.1445268777,243.0581758523,2037.8219532549,2328.395516058,27.7377953049
11401,-40,57,16.4010162171,1.0784665681,0.2570303867,1.5233727466,239.9478137085,2041.7130846105,2328.2062256732,6.8001095391
4462,-40,57,16.012849529,1.8965478537,0.3024784698,3.5315214771,231.6438266366,2049.3997948732,2328.3508983512,1.7365162194
14099,-40,57,15.6507835611,2.504311543,0.3317930245,5.9565994766,235.4128160886,2053.4415702281,2327.6859427651,0.4589897889
13910,-40,57,15.2663454943,2.7101315949,0.4175609734,6.0541656546,227.9628863471,2064.7510696106,2326.7978013551,0.065922587
6985,-39,-75,16.3896334433,3.9060688573,0.2058913394,0.3937942967,253.1530298663,1994.6746854667,2251.1487007703,135.0592465505
52827,-39,-75,11.5907123964,3.4795013327,0.7242605767,3.3544499481,261.1339994744,2017.3657949424,2227.2747740706,48.1271817557
40639,-39,-75,15.2574331857,3.1947098756,1.0404102658,5.4959294817,253.7097590716,1999.7296947386,2247.7117815215,20.9731131257
14923,-39,-75,13.8593661382,1.8590789149,0.7396500133,4.8574244535,250.3778237418,2015.3538142364,2241.2079142153,13.307476209
37966,-39,-75,15.1436614435,2.7051040399,0.9452012135,5.6589325853,256.2350466651,2000.4372446321,2248.0003604217,7.702894522
10963,-39,-75,13.8185912145,1.9445432796,0.7926480304,6.2823472243,248.6690680826,2015.5613461603,2241.0013660627,4.9491038328
7105,-39,-75,13.7539872414,1.9835337578,0.8367244118,7.1355007368,246.6928664678,2017.3211761537,2241.3040271556,3.051307184
