Gephyrocapsa huxleyi HET,lat,lon,temperature,sio4,po4,no3,o2,DIC,TA,PAR
10591,-38,-53,12.9197880742,2.66984109,0.7830555622,6.8706115874,273.0479946138,2046.6334824974,2308.6592007055,1.8507611247
31773,-38,-53,12.4435091872,2.6596189677,0.8731790633,6.2608092037,266.6954513582,2063.7802505975,2312.2196243528,0.3166669863
49600,-38,15,19.3258058315,7.0825697219,0.2671965101,0.0842344714,226.9855162588,2025.9301245608,2326.3246427961,86.1106373688
17150,-38,39,20.1494408591,4.7214244334,0.2053866816,0.0539620627,227.8593636239,2014.2824879347,2329.5679838943,43.4918140758
5649,-37,-75,16.4203957097,3.1763946769,0.3092197473,0.2800121098,252.2834264437,1998.3071433105,2255.1522812013,139.2004374238
55660,-37,-75,16.1956541824,0.9961778864,0.2987056987,0.2733312406,250.3534822827,1999.0310486862,2254.1127919482,50.7430399617
38207,-37,-75,15.5790864551,2.3006235916,0.2658917245,0.4630391129,248.406990676,2001.9265326697,2251.1435246745,12.2854067492
17165,-37,-75,14.4267238901,4.3672217838,0.7141482978,10.1822022685,247.4430770876,2013.5938550372,2249.0091739161,3.2246023276
5912,-37,-75,13.3784084683,5.8797137664,0.9298088201,14.0715387022,242.3719348648,2030.3706582306,2248.4397497602,1.3673839798
6722,-37,-75,11.595482766,13.5041823294,1.2025111688,18.3241579682,190.6559304461,2099.8693440874,2253.0376584688,0.1176450935
4551,-37,-75,10.7832017584,19.7230983656,1.8719296113,20.9728007893,116.177854075,2180.612462831,2259.5418275691,0.005482513
2130,-37,-74,14.8290362086,0.8770934141,0.3146819482,2.7591245273,246.1602781049,1998.7922209455,2239.4729514811,35.4162643008
1092,-37,-74,11.7742661053,2.7487158527,0.8809008346,8.22894743,158.3439241109,2110.4018907008,2248.4084240654,0.1879691485
889,-37,-74,10.5112984177,11.1297906335,1.9468066861,27.0425713018,117.669539398,2182.1589416017,2261.5467381125,0.0035353217
845,-37,-74,10.2576073696,20.2204522627,2.2858563004,13.9598353732,82.0560979647,2206.0765633695,2271.6219328755,0.0021043938
11340,-37,-50,20.0707645173,1.3614838426,0.0247918589,0.6811885938,222.224466811,2035.65400211,2341.4311293574,43.8054807338
19670,-37,-50,18.6837068044,1.5657168339,0.2753979438,1.8903170444,214.3086991687,2059.2668954874,2348.8503385538,0.2183477358
60560,-37,-15,19.3105874793,0.9734747062,0.4838622212,0.0988426396,246.7239089153,2031.0814083254,2319.4037532273,106.6360173626
68615,-37,-15,19.1082789732,0.9063892865,0.1934530284,0.5456800141,247.7117771595,2032.7515737625,2322.4154321279,33.8021455663
128185,-37,-15,17.7097283332,1.1965229642,0.242676193,1.6516319569,246.5985414991,2036.9453901756,2322.8654279338,11.128983052
106475,-37,-15,15.9832164259,1.5322573217,0.3187994512,3.390348925,249.1947879245,2049.5149311679,2322.5786332626,3.7895377438
74575,-37,-15,14.9099327594,1.67177032,0.403594879,4.4105948319,248.0937563604,2061.4400160605,2322.5432976783,1.3290919151
66485,-37,-15,14.174798391,1.9715322517,0.4677430858,5.3269485756,244.3055783033,2071.0572631591,2320.7494919224,0.4783335542
60600,-37,14,19.639255171,1.9140397339,0.152019874,0.0370441463,233.339626026,2024.7989349292,2328.1414997219,115.689481161
39000,-37,16,20.0738178667,8.1892512323,0.2998523258,0.3088070066,226.2166246541,2022.3841984994,2327.9306141102,91.8081091119
24964.5,-36,-50,20.8070375074,2.1664294439,0.0583089962,0.5918770258,223.3991219766,2033.1034661713,2342.2489524984,45.9973672169
89267,-36,-50,17.4269833202,2.5455757175,0.295331927,0.6783140125,249.0464636754,2030.7218311556,2332.3488606446,62.844925991
31773,-36,-50,20.7013506333,2.2857912365,0.0988925742,0.403226956,224.128635428,2035.1755616836,2344.4155953541,16.4539074498
105910,-36,-50,17.2706692853,2.0623069323,0.3321589849,1.4530801887,246.148787684,2040.5606979229,2342.7112083027,7.0923013814
25721,-36,-50,17.0515408424,1.705996002,0.3936906075,2.069641714,242.4712059022,2052.466266323,2349.7078619703,1.322604605
31773,-36,-49,17.4991534602,2.2437910618,0.250741172,1.2272806257,242.4970581921,2041.2740170511,2345.7456023887,99.23213295
30260,-36,-49,17.2972110303,1.5169168004,0.2401208456,1.1056336106,244.321128993,2049.6921238703,2352.3188754953,4.6104933227
3074,-36,-23,19.9134434426,2.2994748862,0.174393274,0.1487542513,232.2156046482,2036.26467545,2332.9772624554,65.6458723655
6239,-36,-23,19.7581924069,2.7533813248,0.1749470154,0.1466037242,233.0301159377,2035.534880378,2330.897194815,50.2641218157
4269,-36,-23,19.6438539297,2.7473884536,0.155438543,0.1107966226,234.1157916137,2035.7954502805,2330.9152352336,29.5535047985
27626,-36,-23,17.8212512771,2.5856708939,0.2120374074,0.1399214537,244.3410492888,2040.1322174856,2332.9379235181,6.1336552809
11460,-36,-23,14.8379450558,2.0908416664,0.4648506952,3.5154382748,234.859140482,2074.604918215,2331.6503473639,0.4729701397
655,-36,-23,14.2365805643,2.9822585055,0.7302473213,6.7574062597,228.7347864098,2081.6515275523,2329.3415327375,0.0386506111
72820,-36,-21,15.1657391404,1.1303113277,0.2549148174,0.4459236594,243.6681671672,2062.905905265,2327.2653087214,34.4219902582
7197,-36,-21,15.0794671991,0.8931044781,0.5370708337,0.4605465905,241.3485775577,2065.1131691979,2328.3830389882,11.7091811524
39163,-36,-21,14.9992922894,1.0343139468,0.4918483729,1.0783435085,238.7027344667,2067.0755655517,2328.0522790505,1.3794651679
12473,-36,-21,14.9322090418,1.5096815218,0.5049423032,3.5307121679,238.772615047,2070.5973643915,2327.6883757114,0.0411291627
27510,-36,8,19.1429016379,2.7676314149,0.2992683805,0.0064595611,235.6948353559,2030.1356313119,2326.4746739049,35.758159657
39920,-36,8,18.5656952499,3.1036305014,0.2898103595,0.0882216671,239.7854459527,2033.0136521432,2328.3845211138,11.3791016887
122510,-36,8,16.6621964552,2.9778722005,0.3978579258,0.4043917695,249.6146709915,2042.5980326688,2326.5891199015,3.7034572251
44280,-36,8,15.4383378984,2.5427330855,0.3330655415,2.029829242,239.6954041687,2058.0050330245,2324.9334407977,1.229174782
83105,-36,8,14.8496557961,3.3845395796,0.4166112509,5.040964914,238.9687921404,2064.7104898604,2323.1853715379,0.4150815693
31600,-36,16,20.1461619484,8.3900406669,0.3633700388,0.8139065873,228.5666406235,2021.7856883477,2327.868673433,95.2114547954
15600,-36,17,20.188220171,8.1069884272,0.4081831485,1.5057034432,229.8996067126,2019.0060274119,2325.4926224332,95.4427707252
194500,-35,18,19.5430528846,7.8058114452,0.5989586891,3.9531386224,238.81204332,2018.4926443264,2321.4691407496,98.1425324765
10590,-34,-47,22.0958214634,2.8366508569,0.0519756959,0.1018891737,229.1187100817,2045.642262676,2375.4824178038,50.0318634274
24210,-34,-47,18.3492967656,1.9751042837,0.14096428,0.4065877882,246.5968255084,2051.0084274461,2367.9875144083,67.9123534454
52950,-34,-47,18.0558042852,1.4177544249,0.1231331619,0.4503013484,245.6232540951,2057.376378378,2371.8284907774,5.01012016
4540,-34,-47,20.9247885726,3.8168594043,0.0927792087,0.4305128589,233.1898970794,2051.4045477783,2376.5351539495,0.8428912915
2025,-34,-32,19.3841691007,0.9296639751,0.0411199086,0.0278659456,224.8431706188,2048.9673458572,2348.7637497974,18.7639571263
1713,-34,-32,19.3625422247,2.2775782495,0.0455445422,0.028808844,223.3400428039,2049.7119139383,2348.6786016173,10.3281351848
682,-34,-32,19.3223921879,1.0969363689,0.0755217862,0.0297962388,221.7746629124,2050.535772926,2348.3596589564,3.1465170153
140,-34,-32,16.6323611669,1.1224466925,0.1908682461,0.811865363,223.5209571009,2071.5373763093,2348.9678051311,0.1244049048
199,-34,-32,15.3354657359,1.3074768385,0.3651354666,3.7766405254,214.701524847,2084.8212540949,2343.5841440033,0.0069211634
439,-34,-24,21.9003888509,2.2642364941,0.1134646764,0.0213055136,225.6085675018,2039.141149954,2345.1075096801,69.6028732524
1467,-34,-24,19.3570259555,2.8018815273,0.1458900128,0.0358916158,242.3924343667,2041.5517919938,2345.4516462506,8.1059277067
3167,-34,-24,15.8824978529,1.9734627213,0.330470265,1.6945909373,228.8609371232,2072.3268487485,2339.8877791109,0.7626973569
9200,-34,-3,20.9117536865,1.6286717477,0.1559206753,0.3702494056,229.4205969011,2036.1387101876,2335.6596870418,120.1274585482
10370,-34,-3,20.5886333826,1.5795536534,0.1458576976,0.0812060014,233.6778322717,2036.6354720389,2335.8993565177,51.0072695938
24840,-34,-3,18.9902395626,1.6016285335,0.1418836013,0.0843684535,243.7803969753,2041.1368426227,2336.0224596427,21.7520833073
17750,-34,-3,16.6277974541,1.643749769,0.1648314737,0.1333382954,249.2937271478,2052.1630235255,2334.1041357336,9.3139439955
44820,-34,-3,15.4980283541,1.6618619384,0.214311444,0.6916377317,244.800378681,2063.1279283476,2331.1823668616,4.0033742348
68430,-34,-3,15.0445644205,2.1090908775,0.227899123,1.6108644917,242.3825294757,2067.9551194718,2328.7605868406,1.7269688973
20485,-34,3,20.7822375372,2.6914856321,0.2192269242,0.2701394838,234.4414647244,2036.4443728822,2340.7421233709,119.8540941827
21200,-34,3,20.4218587501,2.4290613629,0.2190669047,0.2196386655,242.7017765632,2037.2127242525,2341.6616014323,49.1407110177
58000,-34,3,19.2702638447,2.6958587567,0.2216942066,0.5397259409,249.2394873679,2040.1931938838,2341.6563164451,20.2656592932
100920,-34,3,16.9255630046,2.5667714083,0.2465275353,1.139904882,253.1245081348,2049.5308610838,2336.6493645401,8.4019336682
129895,-34,3,15.6340180343,1.8317069518,0.2724363064,1.812130528,247.3481439346,2062.3816879081,2333.4768079157,3.5002708089
81990,-34,3,15.2069887818,2.5274159637,0.2382402988,3.5085493721,242.6163908997,2068.4239350749,2331.7680461893,1.4647457757
131610,-34,8,17.0334313039,0.2990355336,0.3182305559,0.7716464616,248.9298311453,2042.3869428161,2333.7376367274,89.8244171581
265780,-34,10,17.2783022383,0.1411513913,0.3365574907,0.5971957245,244.8091277532,2040.3117769476,2331.5842325181,126.1987038055
7565,-33,-47,20.988001269,6.5320299335,0.0712646443,1.8313070551,229.8709695557,2045.2101489688,2365.1692983136,35.6373039492
10591,-33,-47,18.9383904969,2.1441917406,0.165854974,0.3689596574,245.2730948159,2050.5610040508,2371.845428483,69.4337792619
19669,-33,-47,18.6738244475,1.5662656226,0.1372401858,0.4128590186,244.5083821964,2057.6376106974,2377.8478244463,5.8538195547
7560,-33,-47,20.810183096,5.9685921294,0.0684986963,0.9243383916,221.9615227661,2059.1949598692,2378.8424528705,1.789789401
49929,-33,-47,18.4969193281,1.6711482416,0.1427329492,0.5997117409,243.2203051426,2059.7854676353,2377.9207070047,1.4632253066
324,-33,-15,16.919721532,1.3438204075,0.2058042961,0.1004603771,235.638145415,2063.9470277109,2344.3058876888,41.9109110706
7347,-33,-15,16.8523766971,1.2563255113,0.2192842497,0.1346624553,231.5167904397,2066.5298821083,2340.9297486615,15.9298987165
56,-33,-15,16.4770899032,1.5815490169,0.2920092344,1.6734119357,229.8732998996,2070.6479173089,2338.6116012333,0.0998238134
10400,-33,-4,21.1703699558,1.7714801754,0.1429726342,0.0671577563,228.5618417073,2041.3871226,2344.546044836,54.2231521692
24800,-33,-4,19.6610387335,1.7901739854,0.1451774623,0.0513452933,241.2799300257,2044.0991268098,2344.0715058421,23.9493633974
17800,-33,-4,17.3840788164,1.8017198884,0.1576228234,0.0488452022,248.0297622312,2051.7637424137,2341.1527179908,10.6038224684
44800,-33,-4,16.2696938683,1.7543811838,0.1901074074,0.2424746843,243.4618714155,2060.6033072571,2337.9656374738,4.7060985474
68400,-33,-4,15.7558914092,2.1440232724,0.2326873168,0.8233895806,241.0804237711,2065.4706041533,2334.8855811189,2.0934477815
39600,-33,4,17.5098007967,1.2446533812,0.2525729334,0.3365199062,255.245238887,2043.5264668977,2338.6939761127,94.1286487804
28747,-33,17,16.510503725,6.1248048378,0.6051373192,3.763430642,239.2044436711,2038.8995213005,2320.4512253153,31.6451511928
194,-32,-25,23.4655218393,2.0638105263,0.0851513142,0.0024748087,217.8926745222,2042.7347808132,2358.0698797875,74.2916793672
1219,-32,-25,20.7563020456,2.3057543115,0.1054511852,0.0073863722,236.2274416192,2046.8488822026,2359.2172210495,9.3385431175
2085,-32,-25,17.0882678112,1.9923167736,0.2168129517,0.5407871954,227.7359586833,2069.0912574822,2351.1564865651,0.9632005528
531,-32,-25,15.8234643369,2.8511274257,0.4406252921,3.463624533,215.4097858542,2079.7704706139,2340.4758567994,0.1022993391
36410,-32,11,21.0113809804,1.1704842002,0.0579329456,0.0007938578,230.9018220489,2029.5233342216,2343.1582652193,32.8486684881
69190,-32,11,19.9825493843,1.055621682,0.0524687536,0.0190989489,236.900851958,2030.7574139604,2339.9495140779,8.8285045127
50815,-32,11,16.2538703053,1.1195670812,0.1362614898,1.0573462672,233.3299702143,2056.6804469125,2333.2524067057,0.6686286994
560,-31,-44,21.7969970789,6.8374718699,0.0841358957,1.3461349031,222.6548584075,2056.4429690734,2387.3077608026,39.2390176298
9060,-31,-44,19.5311722634,1.298876296,0.1273087442,0.2245990851,238.2089513391,2060.176660471,2385.8626771326,72.0622580921
33280,-31,-44,18.0667144017,1.3742329138,0.1642923191,1.1017126944,232.8854007224,2071.576436977,2375.8125983514,0.1986859876
80,-31,-44,18.8238649094,6.5358020738,0.1443118822,1.2239139801,210.7753644976,2077.3319313989,2372.1296435778,0.0655668698
0,-65,149,0.4201496093,78.7020400664,2.142734584,31.4044084034,225.818802002,2241.8453231501,2334.597866269,0.0002169767
0,-69,-174,0.9366014989,80.95530296,2.1722415668,33.1062195933,198.2534007106,2239.2012888527,2341.9629102185,0.0013843946
0,-63,19,0.9340268761,99.2950284946,2.2113806032,32.4094806719,214.1146245191,2246.2285118097,2346.7587317732,9.756969395256612e-06
0,-66,-14,0.4818392029,89.9057918982,2.4513415994,31.8075715739,199.2178510652,2257.4466402079,2348.568408539,3.4566864008390243e-06
0,-60,-7,0.5509761578,99.9283292395,2.256542921,32.0364252187,209.4511544637,2255.8434689729,2344.9035431837,0.0110357619
0,-64,-133,1.0528387021,87.3669370234,2.6498077843,31.4942047575,245.00520114,2223.1537661189,2325.2123834026,2.432029422776951e-06
0,-62,47,0.6574190323,81.7692460939,2.3186490049,33.2258382742,195.3823524919,2248.6605258565,2325.8822618717,0.0001488147
0,-66,-32,-1.2761076163,85.7476513722,1.8578842438,28.6658867067,335.2117438694,2195.8552483091,2329.0848961222,0.9565937109
0,-63,-22,-1.4383831615,83.9097278928,2.0238299934,28.4914321256,299.629732637,2222.2319350478,2334.8592158662,0.0067720392
0,-64,-34,-0.1156601391,108.1406710276,2.3080504918,31.7236610383,240.322231831,2242.7892001309,2347.1823850438,0.0026508489
0,-60,121,1.2209870363,74.1464059854,2.2829422692,32.4773147973,188.8352975557,2224.4377343492,2313.3012629843,0.0003581581
0,-66,14,0.0343754955,91.38044987,2.1405944428,32.3727966494,201.6351847093,2240.5667726356,2344.4749427833,0.0006514112
0,-62,4,-0.9583276799,84.3437180329,2.2672636907,29.9315250329,266.1661902943,2231.3323810061,2335.0283177171,0.0404782248
0,-58,80,1.680363716,83.8510231935,2.1937896384,32.4400905994,203.7318794211,2243.9667287045,2329.4690662308,7.991207260154141e-05
0,-73,-130,-1.614436954,86.9597254885,2.1943389458,30.7784597583,306.4883949355,2207.1916169005,2304.2874342735,0.0798406262
0,-59,12,-0.652501904,96.6489364448,2.1348351526,32.1515478791,254.9025663943,2230.7535312052,2332.3733363054,0.0037665067
0,-64,120,0.1567186234,79.2351807699,2.2461838297,32.3384048339,221.229653682,2234.7625388514,2332.9373090593,1.2337366125897866e-05
0,-64,-36,-0.0645768079,107.6487754321,2.214745537,33.5751247117,226.5689316032,2248.5986928619,2346.3329472218,7.162356334843639e-07
0,-68,-169,0.6088570806,83.7557923189,2.1738925684,32.5982001859,217.4742012795,2236.982487486,2338.3794071599,3.669074314063461e-05
0,-59,-27,-0.29329861,99.8534686813,2.1283964296,31.0374796396,236.5137979883,2243.0580162961,2334.7618633695,1.3381931907215353e-05
0,-58,-7,0.0891783215,83.3909737062,2.1902046118,31.0721816269,228.1694961513,2223.8646270116,2324.0111951761,0.0006694004
0,-63,32,-0.0623641988,82.3007783261,2.0576344945,32.1368761774,259.3918730838,2229.6984633788,2329.6088392211,0.0008349854
0,-62,-40,-0.8105078231,90.5134106305,2.0376712652,30.3345056859,248.7778009487,2239.5251720652,2342.0093204991,1.4390272679367512e-05
0,-65,9,-0.2956679322,85.2424199909,2.1501863151,31.3113886295,245.3551033366,2235.4827993136,2336.8171028969,0.0013452898
0,-68,23,0.5995763027,85.839874019,2.0919922678,30.1089247921,223.5662367124,2248.7622683606,2342.0646594,1.4979743761963785e-07
0,-58,-40,0.5106295115,82.6320743314,1.9833314108,28.8480234848,259.7720032275,2221.0240689868,2327.4822221512,0.0008413892
0,-59,-43,0.3855046852,82.6214967354,2.1752505119,31.2281883855,246.9748530785,2230.9652367391,2333.3453814022,2.8351242532529416e-05
0,-62,10,0.5985383039,117.0470485464,2.3506321263,33.7999508861,194.132445282,2261.6829753202,2347.3114892762,3.442169055956958e-05
0,-36,-73,10.3968894966,28.6861293782,2.8223585607,30.3311260194,26.24731794,2260.7121054761,2276.1669971646,0.0192221977
0,-64,8,0.6191032087,97.094036203,2.2950139296,31.7110943163,204.6146840949,2254.9200094262,2347.3789655224,0.0051145721
0,-60,44,0.5341788743,78.4353636937,2.2650950571,32.1727386878,203.941661217,2238.4602921711,2318.7266108611,0.0002450943
0,-66,-145,1.1123262237,86.6990092461,2.3055159308,31.9412952631,213.4222640681,2249.5592836433,2328.4303785929,2.8073391876013707e-06
0,-61,120,1.4779312254,69.715076976,2.4397124389,34.5427812331,193.3626349402,2240.3050773109,2321.3358166466,3.01824360020761e-06
0,-61,14,-0.5753169605,89.9632158171,2.0863776949,29.6821032485,268.670316844,2225.2096188985,2329.4354274412,0.0048434822
0,-59,-10,0.1947873744,95.2419158732,2.2662785476,32.938828989,272.0031268477,2236.6214245682,2334.4177419801,0.0001072384
0,-64,-19,0.0403702103,89.2263822846,2.3133000332,35.3006977652,227.4317136342,2245.7445624598,2343.2164723575,3.0882060643614134e-05
0,-64,-160,1.2533841157,82.5137022669,2.1838014679,31.5902208085,208.4198939416,2245.3413067335,2336.508400802,0.0001480602
0,-66,-5,0.7407751556,97.3162980976,2.2480234869,30.9527267278,205.7495930136,2252.7097624903,2347.9065984024,9.069010894634367e-06
0,-67,-46,-1.8491113563,84.0770388686,2.0929909825,30.3671892659,274.6237692947,2227.0217869079,2338.3073722282,0.0141639615
0,-63,71,0.8132115643,79.5190968852,2.4513124117,33.1931213302,199.7202676957,2244.7450618689,2319.4649183354,0.0001855387
0,-62,148,1.2220237136,70.2705814994,2.3596742619,34.873496786,199.9936711494,2239.3487306155,2321.9711972691,0.0014475725
0,-71,-19,-0.2380030241,88.4772038921,2.0887285693,28.6178129141,291.4510932318,2214.9834830398,2348.3106652153,3.896122658170533e-06
0,-61,-47,-0.9653135971,89.1544676279,2.0989166475,31.4423663629,272.3289167677,2222.9482941592,2329.5412229476,0.0006466823
0,-67,22,0.3674908196,115.4964858711,2.0820757685,31.6580933728,199.0068435477,2258.6230193301,2344.8131504089,0.0043771999
0,-68,171,-1.7141894264,83.7013060583,2.0091527702,31.3070179834,305.3990487925,2216.6910724715,2319.342716732,0.167862004
0,-65,176,1.6342030062,83.4412782126,2.1957751681,32.3623637801,205.9715120603,2234.5319257253,2324.590803021,7.309893070160854e-05
0,-60,60,1.3327143071,83.0667808018,2.2374944619,33.2035631887,233.8990899219,2228.5900783875,2317.8787873962,4.717801293659643e-05
0,-61,2,0.3529854739,112.4804701881,2.3326081676,33.4444018996,200.7939058888,2262.624014561,2351.2707191963,1.935420153736404e-05
0,-65,-32,-0.229182418,103.0583301538,2.3097763076,32.7250320464,237.9544664502,2251.6554206281,2349.0701520851,0.0013956258
0,-66,-40,-0.6301966883,99.3525100162,2.275814752,32.858138096,221.6558789504,2251.4561931673,2347.6013703163,0.0007296453
0,-62,133,1.5517771172,74.1810269356,2.3968159829,35.1914142775,199.8803417557,2230.9395024111,2321.6779440229,2.6687647296763357e-05
0,-59,-4,0.5173410345,89.808045258,2.3145019453,32.100208031,200.1141177607,2257.4588982384,2342.6366315585,0.0002020135
0,-55,21,0.5329213906,83.6882929738,2.2371359131,31.5304254087,215.2720498992,2244.6813824068,2334.9622438194,6.577503524128786e-05
0,-66,-164,1.3750387393,90.2723251989,2.3429062556,34.3974216981,177.1865958812,2252.6821095408,2344.8656476377,5.477335263340628e-06
0,-66,-34,-0.4257557897,83.3466216618,1.7195303515,24.6185584093,344.2292914941,2163.6093453505,2312.5755200931,4.850259807
0,-69,-26,-1.4929301616,87.8855720227,2.0111422355,28.7495253982,310.6138553411,2204.727906461,2331.170053677,0.6283660106
0,-64,167,0.9009539536,89.3625883846,2.2216467647,32.4861412351,197.4238577393,2232.2160936347,2329.9105542347,5.207849215915111e-05
0,-65,82,-0.380542703,77.6117641148,2.3809397099,31.643092959,216.9922702028,2240.8251122108,2324.4200689924,0.0007020786
0,-64,13,0.8756707358,94.3539376151,2.341165186,31.9626256613,203.8712002317,2252.1858596807,2346.9609934962,0.004117162
0,-65,-33,-1.2442816258,100.9837126731,2.2333311741,32.2306146635,264.9014012851,2234.7317542669,2341.3270513269,0.0018412018
0,-64,-23,0.1170227942,95.1150754434,2.2950142631,33.7869647396,224.9899695785,2249.9157482749,2345.5876993624,0.0003530273
0,-60,38,1.1191533605,86.2627216094,2.3066544124,31.7360183472,228.4587616209,2228.9231532303,2324.1813226745,3.8739636780608416e-05
0,-65,-45,-0.8725018978,98.0195370471,2.2433572524,32.9116943571,229.8368786304,2248.2407937195,2347.6133411913,0.0098364464
0,-65,-38,-0.6772937158,81.7352766268,1.6709925613,24.5492712466,338.3113221683,2183.5025173502,2320.9470232925,2.4995020117
0,-68,-68,-0.1944549987,85.0067634508,2.2654956598,28.9161081389,223.1649398878,2206.9194281407,2308.1084441153,0.0242767936
0,-67,-30,-1.6008881805,91.7161328088,2.0486738465,29.558329758,297.1003048432,2218.7328625346,2336.7465076908,0.0835185858
0,-59,-1,0.0778832254,93.4897342936,2.2509950662,31.579136332,233.9573414632,2240.9650212481,2336.536662077,3.776623174364268e-05
0,-67,-24,-0.093614205,99.3058662376,2.2719339359,33.1669363029,217.6852382802,2252.9772279523,2344.6929670079,0.0001636415
0,-66,16,-0.4912058608,87.6556494333,2.0813860739,29.5455276921,259.2934915693,2230.2468239605,2333.2127430747,0.0037793205
0,-61,-36,-0.0176023939,104.7277580876,2.2987329005,33.4381071455,238.0949805756,2244.1088612858,2345.2426251064,0.0046987472
0,-55,6,0.6607289879,84.616604591,2.2856380102,32.5909140993,232.0225263575,2233.4095722453,2333.9621243153,3.8116718400614745e-05
0,-61,71,1.560626654,76.0977678706,2.3452753191,34.6404052688,189.2586681112,2250.0984726097,2327.7863383082,1.636942461811503e-06
0,-63,3,-0.3587225054,86.0559170745,2.1876384947,31.3989470317,226.8439686667,2248.0569202544,2341.0940411572,0.0039561957
0,-65,153,0.4503057206,81.3042539688,2.2354085622,32.078094755,210.0837686283,2251.7005948488,2332.9284120305,2.686076268366624e-05
0,-66,-165,1.2985410544,70.5896534381,2.1368122924,31.9291781856,173.7962470311,2224.7822011648,2339.4411687663,4.382538771081153e-06
0,-70,-88,0.0474524505,81.5003008249,2.2997352147,31.4983316508,232.4356742055,2236.2469164117,2323.279223224,0.0059929898
0,-68,-52,-1.043805964,87.6128964766,2.170920521,25.6966211823,255.4687074677,2231.2342390324,2341.6807921314,2.3398731551817144e-06
0,-63,53,1.097055591,80.554802134,2.1588650032,32.8191664118,191.5536524995,2256.007841179,2335.3307930775,0.0003005097
0,-62,107,0.8690815626,75.1100386093,2.3032864824,33.2780670313,203.9966138965,2244.6368656173,2328.1443544688,1.0146039556653172e-05
0,-65,173,1.4137578739,83.6173107338,2.1413089089,32.2675233362,213.6349229059,2231.6631910007,2318.6545955405,0.0001184816
0,-65,164,0.5335584107,87.0301688367,2.0302169041,32.2775087157,208.2039697683,2235.3048162832,2341.6235777847,4.009033373281636e-06
0,-57,-4,0.1420013154,91.7604047374,2.2158893613,32.9745034908,228.1213155527,2237.3239531485,2328.9289190766,0.0002578622
0,-66,-37,-0.0986178918,84.0177798283,1.6898888643,23.8572676471,344.7983461886,2148.8167021345,2302.4564448606,44.6781516302
0,-63,-44,-1.0871434896,84.8861984332,1.8370388876,32.5222307628,275.702589184,2226.6049106315,2337.5115295076,0.0004507388
0,-68,-69,-0.5810129398,88.939229115,1.6990674302,26.8928377389,222.6600983586,2205.6777304714,2294.9075727064,0.0319019901
0,-57,15,-0.0653559299,96.5579098565,1.9701792279,32.6395713094,253.9037518914,2237.1302576531,2345.3466626666,0.000164198
0,-60,-14,-0.1920970943,83.7803191102,2.1795131791,30.2275305274,237.360235126,2239.0827475072,2330.8798987505,3.109128200655358e-05
0,-64,-56,-0.9401600063,73.5835494995,1.4411928654,28.555226326,328.9715118408,2201.0467159035,2327.6180665308,94.7903714312
0,-64,64,0.8808048307,81.8586139982,2.3617186467,34.4761895501,184.9936857643,2261.1632192081,2331.4075175335,0.0003701451
0,-60,-8,-0.0873554777,90.1434146311,2.2088008686,30.7061275223,219.0657961253,2238.2499528735,2333.6438747041,7.339294184526675e-05
0,-67,2,0.0018799296,83.1548660317,2.1182166902,31.1405296949,246.0928710736,2229.2584305703,2348.0962078575,2.3704211277870148e-12
0,-65,-48,-0.3391841223,91.0669627445,2.235166068,31.1845425089,223.4834683205,2248.8365618077,2347.9574264477,5.059241161767232e-08
0,-74,-113,-1.2417700176,92.91292952,2.2293889521,27.7234502845,269.9626068112,2217.3137941312,2315.0975323707,1.508367376894958e-06
0,-62,-12,0.1306276204,96.3034057681,2.2277856494,30.4741893514,215.7492416281,2256.9511412896,2345.0631652852,5.007276431182832e-05
0,-61,-18,-0.5126447443,93.7532168614,2.0817038041,30.5393006226,278.2919098629,2232.6315143921,2330.5210771836,0.0014029616
0,-63,10,-0.2409010173,90.4067021219,2.1459520359,31.1677244522,239.1632022999,2238.523120278,2331.6109192402,0.0014952832
0,-67,-69,0.8015236814,85.2404138861,2.400303764,33.950621284,201.0408674427,2225.9395010779,2347.6078065331,7.304428115587245e-06
0,-62,-42,-1.3502266177,86.937847927,2.0526979376,30.5052781987,274.0813735212,2220.812486522,2328.4990609108,0.0012414
0,-60,106,1.3939855732,70.3356205692,2.3487923517,33.5103985256,195.5478687581,2239.4106942127,2320.8267702542,0.0003050998
0,-60,-2,0.3894678392,98.6643075696,2.2308947901,31.6953367005,202.7746119946,2260.6896300353,2348.0798602953,0.0001752582
0,-62,-56,-1.0633346039,83.0004859992,2.1017662905,29.0965616857,295.6091886411,2224.5453077923,2334.5724996475,0.0001874766
0,-65,35,0.6190704878,87.8762225823,2.2375023392,32.5410457353,204.6486534136,2252.2829875754,2339.0816491069,1.8429964160106448e-06
0,-68,173,0.4311252583,80.3178082773,2.1910579651,31.9287947411,224.0711710637,2240.5315524115,2328.1236779751,0.0001242092
0,-73,-141,-1.5926262761,113.5274938925,1.6134912303,34.4584630252,306.0905463495,2186.9902385404,2303.138664304,0.0071187533
0,-63,4,0.5028030679,96.1279010124,2.254631873,32.3376454972,210.5969948106,2247.3290068619,2341.6835602519,0.0001231297
0,-63,153,0.7972780879,74.0938093914,2.3116970329,33.151811236,198.8420119785,2220.0241265695,2321.3176729229,0.0056831153
0,-64,146,0.9011546953,83.3427382454,2.3080663556,32.8106906663,185.5147098226,2245.3906610695,2331.502171391,2.727518155524544e-05
